receipt_id,debt_amount,date_the_debt_began
2623,3579.8,1988-11-02
2640,18307.1,1982-12-09
5231,6345.6,2016-08-13
7076,9985.6,2015-07-01
4084,12969.5,2023-04-22
7677,8792.8,1978-02-09
7369,4653.0,1975-04-27
7044,11778.0,1997-06-11
3597,14485.4,1978-09-20
6940,6445.4,1972-12-08
6244,17560.5,2008-10-29
6287,635.9,1998-12-25
7031,6633.6,1987-04-28
1423,14439.6,1990-01-20
412,12649.4,1972-02-01
3156,15868.5,2018-03-20
5549,9387.7,1978-10-09
4814,16879.0,1997-11-15
5995,9519.4,1986-08-16
1456,12263.8,2008-02-03
692,19832.8,2003-11-16
3950,6584.8,2009-09-22
4432,9467.7,1986-09-23
642,5046.5,1996-08-04
83,11617.5,1991-11-21
3054,15371.3,2010-01-09
4010,10660.6,1974-06-26
1348,19885.7,1983-05-25
5745,14113.7,2012-08-08
2786,19429.7,2011-06-09
4302,15989.7,2022-11-04
825,4682.0,1986-04-03
7080,18795.8,2021-11-12
2010,11073.6,2000-07-18
3229,4478.7,2014-04-23
5519,2099.2,2000-05-28
7170,16167.6,1990-12-20
3389,17659.7,2001-03-11
3377,15705.2,1999-02-09
6963,12966.5,2002-04-25
2849,5329.6,2013-11-08
2802,12806.9,1999-01-10
6647,1100.9,2001-07-21
1218,10575.8,1986-05-31
6534,19887.0,1977-10-20
2883,10923.1,2010-11-18
4080,14076.0,1984-03-14
7340,10184.3,1975-02-21
2994,18216.9,1991-08-31
579,14352.1,2009-04-30
1691,10401.8,1974-07-07
1905,3417.5,1982-01-16
2784,15537.4,1989-02-16
5713,10732.2,1982-12-10
286,1975.1,2016-08-29
4463,766.2,2019-06-15
4497,6289.9,1981-11-06
558,13475.9,1994-06-10
6138,4621.4,2009-04-11
3047,2304.2,1972-07-16
2541,15042.4,2003-12-17
2669,3905.8,1996-06-19
3907,8643.7,2004-01-06
3412,4816.8,2013-08-30
527,17213.4,1987-02-23
6264,19486.5,1983-10-02
1730,19053.7,1997-06-14
1173,18129.9,2002-03-19
1860,9724.3,2015-03-17
3147,16153.2,2012-01-29
5122,1173.3,1999-05-23
4285,3199.9,2022-10-29
3780,11346.6,2017-12-03
6434,15456.2,1989-06-07
457,5950.5,1977-02-28
4226,8576.8,1996-09-01
5421,7999.2,1980-10-15
6633,1647.4,1981-06-11
7566,1106.6,1996-09-26
4918,990.7,2004-04-24
5968,3171.1,2003-04-16
651,17532.0,1984-04-02
6187,1669.5,1994-05-03
701,1450.4,2015-09-22
155,3697.1,2019-07-17
831,17240.9,2008-09-28
4881,13156.5,1995-11-16
5888,6150.7,2010-03-01
2414,2065.6,2012-01-15
6886,12418.1,1980-04-26
3507,6053.6,2018-05-11
4214,18423.8,1989-04-26
5977,15586.5,1979-07-02
3378,1838.6,2002-09-15
7045,13683.0,1991-03-17
1346,2188.0,2020-03-28
33,15844.9,1996-07-11
3505,13718.2,2008-03-01
6214,11008.3,1971-07-10
2526,19401.6,2004-02-04
1753,2290.0,1998-04-13
516,15462.0,1983-04-08
4525,18102.5,2013-02-03
5206,2137.9,1974-10-16
6354,5085.9,1972-02-23
1936,1093.9,1993-06-15
3872,3628.6,1987-06-08
7108,19128.4,2021-09-19
6246,9038.6,1985-10-08
7628,10571.5,1996-03-05
2295,16255.4,2014-01-09
6161,9787.5,1985-08-18
450,4307.0,1991-07-16
6298,6458.0,2003-09-07
4664,7896.8,1994-06-23
339,13060.7,1995-11-09
3288,3665.7,1991-09-07
3487,7263.6,2013-07-28
6719,13059.9,2013-05-09
4299,18152.6,1974-12-19
7770,6725.2,2014-11-12
6543,1305.7,1979-02-16
1681,14829.0,1998-09-07
2675,4436.3,1998-09-11
2350,17116.0,2013-12-22
5783,12235.3,1989-11-22
921,7222.5,1989-08-19
3779,2894.9,2023-07-30
6211,9278.3,2001-12-23
5533,10025.2,2023-07-05
3803,15762.7,2000-07-22
6737,7195.7,1974-05-01
5423,1336.1,2002-01-19
7138,19264.7,1982-07-22
1120,7670.6,1979-02-21
3130,13456.0,2023-05-28
7762,6787.8,2018-10-02
1448,13205.1,1988-02-12
4029,1760.2,2003-11-08
469,5990.6,1979-03-26
1962,511.2,2004-04-29
212,14936.8,2018-06-16
4186,1652.3,2013-08-01
5647,9595.3,1972-03-24
224,9810.9,1970-12-10
3943,7773.0,2020-12-19
5706,3261.5,1989-01-27
6289,14166.1,1983-11-02
6285,6330.1,2012-04-20
2246,14802.2,2006-07-30
6485,1060.8,2011-09-10
4106,7500.2,1973-11-14
4139,14211.0,1992-12-12
2989,19227.2,2021-02-21
5578,4750.8,2018-05-13
2295,543.2,2013-06-01
971,8191.8,2012-03-23
889,15194.3,1991-09-21
6957,2757.9,1990-07-21
2521,580.8,1990-04-22
6345,15594.1,1986-02-08
1606,9643.7,2003-10-21
4601,12314.3,2019-09-19
60,18597.1,1978-02-13
3891,8830.7,2018-11-24
1420,1071.2,2001-07-17
1768,5311.6,1970-12-31
2864,9078.1,2018-02-23
3830,18035.4,1973-03-07
6584,891.1,1990-07-28
3708,965.6,2010-08-08
6961,16850.2,2016-07-01
7556,8985.1,2016-02-11
7910,3709.9,2016-07-18
4867,11216.5,2005-10-03
3616,13251.3,2007-09-01
4888,9477.5,1974-08-29
6167,8588.8,2007-05-09
3263,2796.5,2020-12-31
1571,18902.1,1987-01-20
4194,5944.1,2021-12-08
1628,1792.3,1990-06-05
1407,11741.0,2000-07-04
2653,1632.0,1988-01-07
223,2330.8,2006-01-06
5855,4494.1,1991-02-01
4173,5860.0,1981-06-27
344,4930.7,1977-03-09
5134,11224.3,2016-11-19
7573,10111.9,1971-02-17
3563,7470.6,2008-03-04
4509,9007.8,1980-03-14
2140,13053.3,1979-03-21
4955,11435.0,2004-07-09
3430,5285.5,1976-08-19
4899,6276.7,1991-02-16
7475,16661.1,1988-09-25
165,14843.1,2003-04-10
278,6609.1,1978-03-05
5334,13981.9,1994-09-18
2941,14527.8,1992-03-19
7339,8915.2,1972-03-24
7503,18448.4,2003-01-01
191,1148.0,1996-12-28
4872,17857.9,1994-10-14
5114,15287.0,2004-05-28
721,14338.2,1980-07-22
5723,7166.9,1977-02-26
1630,19619.0,2023-08-04
2240,10166.9,1981-07-14
4373,1313.9,1970-09-15
5696,16592.5,1996-01-11
4058,2967.7,2011-11-26
7470,11328.2,2009-01-13
5127,7467.4,1995-01-22
1058,1570.7,1984-05-29
6783,2441.0,1979-11-30
2039,11766.2,2016-10-31
2880,798.5,1981-10-14
5912,12595.5,2013-09-26
991,16550.6,1976-05-20
3869,18060.3,2009-01-20
3671,5213.4,1997-08-15
2894,9878.5,2001-02-21
2239,9479.0,1988-03-11
7221,15458.1,2016-08-15
902,15583.1,2013-01-05
2884,11229.7,2010-10-17
2539,3599.4,2022-05-10
1208,11531.4,2020-02-06
4527,6988.7,1986-05-17
6415,1847.1,1982-02-15
568,16781.9,2002-12-05
980,4821.3,2007-08-26
5175,18553.7,1982-10-09
5772,11259.6,2002-11-05
7299,9244.0,1985-03-25
1024,12815.8,2020-06-09
2321,610.5,1970-04-05
7297,5328.9,2013-04-10
4677,11756.1,1991-09-09
6226,10590.5,1991-03-29
572,1269.6,1976-08-16
7807,11538.7,1997-09-28
7931,7476.2,2014-07-28
5241,6981.5,1995-08-22
3923,9809.4,1996-11-27
4539,10228.6,1982-09-17
6838,11927.2,1983-01-10
45,19546.8,1976-06-24
1879,508.3,1999-07-11
2536,17700.5,2015-06-22
3254,11128.6,2009-04-13
2422,14752.6,2002-12-14
5238,1622.4,1974-03-12
2394,10121.0,1988-03-29
1146,16326.4,1985-05-23
542,16247.5,1991-07-12
1582,13963.0,2013-05-28
3896,5092.9,2009-01-19
5212,10568.3,1970-08-02
4778,4079.1,2000-04-25
5961,15579.8,1982-05-24
4405,6042.0,2007-11-23
1853,6289.6,1995-04-01
4290,17154.6,1977-02-22
2675,3111.4,1994-09-24
919,7064.0,1972-02-04
6420,14331.7,2012-01-18
3816,14888.2,2023-03-15
3082,2224.7,2009-04-03
4073,1456.0,1985-02-21
2703,16251.7,2012-10-23
5938,12681.1,2023-01-05
6151,6900.2,1999-12-17
6730,12817.2,1998-08-06
2295,15274.0,1984-02-26
2100,11410.5,2023-05-05
6704,6645.4,1980-03-29
385,19103.5,1974-01-27
258,18436.0,2022-11-18
1779,15409.8,2009-07-07
3477,2534.7,2014-06-28
3912,12215.5,2021-06-05
5979,614.7,1994-12-23
1065,8579.6,2009-07-10
5246,1546.8,1983-02-17
3151,9665.2,1998-11-27
6216,13985.5,1992-06-04
4253,7027.8,1989-01-22
7048,17484.5,2016-03-28
6065,4032.7,1990-11-10
7448,12379.3,2015-02-12
5612,9216.7,1986-04-07
388,2859.6,2016-01-25
3940,11069.0,1972-04-27
864,10081.0,1991-12-02
982,3423.0,1985-01-07
553,14082.4,1980-05-06
3885,15474.0,2005-02-03
6378,9585.2,1986-10-05
6028,15239.9,2001-07-21
1438,7625.7,1994-08-19
5899,17480.3,2006-06-15
6541,2506.1,1973-05-17
5911,8956.0,2000-01-11
150,18341.3,1974-03-24
6787,4497.0,2019-10-05
5925,10664.9,2014-09-08
3080,12576.9,2002-10-12
4710,5957.7,1999-12-25
4606,13511.5,1997-08-07
91,8960.0,1994-07-10
4939,15413.6,1992-04-08
500,2838.2,1996-02-13
5327,9396.1,2000-09-09
184,14037.2,2010-04-12
4728,15010.0,2001-10-01
466,16106.7,1994-09-01
1115,13911.7,1991-11-03
3953,4625.5,2019-05-01
592,11766.1,2009-01-06
4754,9184.0,1996-08-27
2823,13018.3,2003-11-27
2492,6370.3,1990-02-05
2994,2359.0,2014-02-17
2075,9515.7,1998-07-03
1199,8224.6,1974-12-06
2658,12531.4,1991-07-23
4937,14140.1,1990-07-27
6919,6975.4,1979-06-13
2010,11052.9,1990-12-30
2541,16234.6,1971-08-10
3724,13920.4,2021-10-15
7081,1445.4,1985-06-26
3698,1330.0,2021-09-09
5153,19568.2,1971-12-26
7374,7110.7,2019-09-28
3194,769.2,1993-09-03
894,15753.8,1984-03-05
87,19252.3,1989-10-18
1354,16457.7,2000-10-16
4105,9485.7,1987-10-14
2002,19672.6,2017-03-15
2736,8472.0,2001-11-06
6634,12907.1,1973-08-28
4204,16335.6,2016-12-10
7390,15612.7,1975-03-27
7902,18191.6,2019-12-25
1355,2792.8,1989-09-03
5884,17571.6,2007-02-19
3411,11799.6,2001-03-09
868,8255.1,2008-02-14
1425,11187.2,1985-01-27
6738,956.3,1977-02-06
4920,4211.1,1970-01-04
7967,12812.3,1975-05-02
4076,19472.1,1971-03-25
125,4128.6,1987-07-30
6779,18405.7,1993-06-15
7324,14119.5,2020-01-02
1,979.2,1970-03-04
7489,9311.7,2008-12-01
4137,7809.5,2008-01-12
1657,19571.7,2003-06-29
6013,2303.0,1976-03-21
6930,10720.7,1981-11-22
6339,3878.6,2020-09-27
5219,17843.4,2011-01-23
3591,19697.0,2017-11-29
6608,10811.4,1998-02-16
6552,18448.6,2004-06-13
6556,3916.2,1974-12-06
5086,4134.7,1995-09-08
3144,12761.8,1977-05-03
4608,16972.9,1970-01-31
5614,2723.5,2000-05-16
3198,8662.3,1987-10-19
4480,12276.3,2002-01-01
3303,13976.8,2000-07-11
4279,648.8,2014-07-24
4252,5442.8,2023-07-06
2682,10057.8,1982-12-06
2688,6354.7,2017-04-04
6399,5807.5,1977-01-06
7463,17851.9,1975-06-10
4898,18697.9,2015-04-15
7817,8037.3,2007-09-06
2239,6405.8,1981-10-06
1375,19758.8,2012-01-12
3094,17197.4,1996-07-13
7089,3980.3,2001-09-14
7199,9091.3,2010-12-25
7326,15171.7,2014-03-14
1928,14449.1,1972-10-26
2745,11651.1,1996-09-10
7222,12190.8,1978-12-11
1493,6776.6,2009-12-29
5609,16183.3,2002-06-15
4296,11586.4,1989-09-22
5268,2710.1,1992-05-03
1600,17375.9,1985-08-23
5419,6110.5,1978-11-08
6698,17209.9,1972-09-21
7180,10230.8,1994-11-23
7403,11111.1,1989-03-03
7352,16340.7,2013-09-22
2952,2422.6,1983-07-15
6001,13517.1,2012-01-03
7525,13165.2,2008-07-22
3466,14727.8,1984-12-28
6282,12541.8,2023-03-17
406,7441.2,2019-04-14
2485,2464.3,1976-08-05
2795,16337.4,1988-07-23
1582,11547.3,2008-10-24
6855,4250.6,1984-04-15
5987,6932.4,2012-01-11
5644,10715.7,2000-04-03
454,7892.1,1995-03-27
3530,7623.4,2014-12-03
6795,8211.9,2014-05-21
7412,12914.2,1986-03-16
7099,18496.0,1986-05-02
3657,17561.4,1988-04-06
5377,1025.8,2004-07-01
3384,8597.3,1987-10-21
1872,18638.2,1990-08-19
4601,17719.0,2010-11-03
4224,8501.5,1991-01-22
4023,7742.2,2003-02-09
1869,13155.8,2007-05-31
1440,17036.6,1992-01-05
7244,2063.7,1971-11-07
2660,3633.2,1988-03-27
2548,4458.8,2005-02-25
789,7572.6,1974-08-22
3901,6875.6,1972-08-11
4140,3884.6,1981-11-27
1517,813.9,1998-08-08
2062,17204.8,2019-06-02
5151,17467.6,2006-04-12
7777,786.3,1978-08-29
6167,10142.4,2010-02-13
205,14759.8,1985-02-04
192,951.1,2008-08-21
3482,8702.6,1983-02-08
4396,19137.4,2022-05-01
5178,19754.3,1973-02-22
3082,816.9,2020-04-24
1337,18064.3,2015-12-23
667,19242.3,2000-06-05
1964,10555.8,1986-07-18
3645,14520.1,2016-04-28
7215,11453.9,2004-10-13
6366,18645.6,2004-05-16
6306,5762.4,1992-11-13
6689,19288.0,2020-08-25
3741,16024.5,1975-06-21
502,9341.7,2003-09-11
7709,11815.8,2008-07-04
4179,8897.0,2006-03-11
287,4367.2,1996-07-03
7523,3546.6,1999-02-09
6439,14461.3,1987-01-18
6676,1440.4,2010-05-13
7283,3893.8,2010-09-25
2338,15452.3,1975-07-17
1692,15086.8,1999-09-15
4509,19755.8,1993-09-12
1909,17137.3,1996-02-06
1785,2732.3,1973-04-25
5040,10551.6,2005-11-06
1682,19617.2,2016-04-07
7982,9510.9,2004-02-22
6089,19358.5,1990-09-20
3015,11898.9,1994-01-17
344,18004.8,2009-07-27
1017,15785.6,1983-11-06
3127,10560.3,2011-08-26
872,17890.8,2019-12-07
4553,5570.8,2003-08-21
4948,9464.5,2013-12-13
736,8548.9,1988-03-30
6160,18460.4,1976-03-29
1935,8461.0,2020-03-09
979,15890.1,1997-01-04
3689,17951.5,2019-01-13
5484,7225.9,2019-07-30
148,16632.8,1997-10-10
6673,3989.3,1993-08-11
5078,4618.6,1998-07-18
3208,8204.9,2017-03-14
4258,19864.4,2015-05-17
5415,1996.5,2012-05-03
6957,10973.7,2006-02-04
204,14518.3,1983-04-01
2568,11423.7,2019-08-17
32,10865.6,1994-02-04
2694,7338.3,2005-04-09
306,2660.2,1974-05-30
3179,12083.4,2001-07-07
1352,19056.9,1987-12-27
7028,5157.8,2021-04-05
5255,7929.8,1996-09-20
4918,17818.8,2012-06-11
6282,17023.2,1985-03-04
3793,5955.1,1985-01-18
1107,1650.8,1979-01-31
4907,2193.1,1999-02-18
3954,5730.5,2018-05-15
1395,18424.6,1995-03-08
2093,5262.2,2010-05-23
5665,5225.8,1973-09-13
7055,4115.3,2023-10-05
1868,2642.1,2021-01-03
4971,3362.9,1986-10-18
1274,3708.3,2012-12-02
6711,19549.4,1998-12-29
6113,3009.3,1976-11-06
6456,17408.1,1988-11-26
4904,17853.2,2014-04-22
4363,12232.6,2020-09-16
5043,19411.0,2006-05-06
3940,17373.3,2007-03-14
5861,18464.5,1976-11-05
3396,8605.1,1981-08-27
5528,11707.4,1987-02-08
2230,9064.9,1973-09-28
4264,8082.6,1997-04-18
2575,12701.7,2002-06-07
3503,11134.3,1989-01-25
4812,6105.2,1982-03-22
2764,4326.8,1979-05-30
4091,6313.8,1980-07-25
3020,16869.4,1976-12-01
7489,5460.3,1986-04-23
5127,5711.4,2002-03-23
2578,18364.7,1977-10-31
3703,19275.8,1971-08-05
3571,17562.8,1977-08-09
771,18672.8,2008-07-09
608,15798.9,2007-05-15
5791,10072.8,1989-06-22
1845,7457.7,1997-01-06
1875,8911.9,2023-11-19
864,4215.6,2001-10-26
6167,2872.0,1987-07-16
7685,7257.5,1996-08-13
6241,19761.7,1999-01-12
5432,16555.3,2009-12-19
7749,3262.5,1974-01-10
6582,9842.9,1993-08-26
922,6637.9,2007-11-27
3935,11968.2,1987-11-02
1949,11787.9,1983-07-13
5553,8508.5,1978-10-06
6133,14295.1,1970-03-19
3438,3304.7,1990-05-12
7029,1915.8,1988-03-08
5352,15793.5,1973-04-23
2003,16765.1,2017-11-13
542,1749.7,2004-02-13
7951,2495.8,1989-01-02
2029,15142.2,2018-09-02
2615,19889.3,2013-04-16
1418,639.2,2007-01-08
2927,16999.2,1971-07-02
6886,17113.0,2020-10-23
5573,14955.0,1971-07-06
6371,18921.8,1972-03-09
6739,12429.7,1977-09-30
7533,4248.0,1970-05-14
4894,547.5,1987-04-22
6022,17491.2,1986-07-24
5263,14926.0,2021-02-28
4983,15824.0,1988-02-10
5059,15289.3,1999-10-28
4108,11415.3,1973-12-19
6132,3147.6,1972-10-08
5003,1550.4,1976-05-30
5787,511.5,1998-08-20
6129,3968.2,1991-05-01
3384,13438.0,1991-04-06
1336,2951.5,2015-12-03
5417,6373.4,1998-06-29
105,18436.5,2016-02-13
527,12677.8,2001-11-01
3910,3474.8,2004-02-07
506,10939.9,2007-12-07
530,1028.4,1987-12-13
578,3565.1,2000-12-15
371,6203.2,2014-11-08
3943,7985.9,2006-02-09
1246,2510.8,1989-12-02
1552,9372.4,1996-01-31
4167,15818.2,1984-02-29
958,10301.8,1998-12-07
2196,18729.1,2008-01-14
6132,9565.2,1999-12-28
1472,12605.4,2003-12-19
3557,1901.7,2007-08-08
3849,16267.3,1976-03-08
711,8700.7,1972-11-30
7220,7161.2,2020-07-08
5668,15301.5,1974-06-29
3143,16125.0,2014-09-17
6465,6292.0,1980-04-17
3024,17590.5,2020-08-29
6515,13762.9,1987-09-09
2999,19187.7,2019-12-06
2939,15432.1,1997-07-06
584,13071.9,2006-06-01
1750,19883.1,1990-03-31
4206,5221.5,1970-07-14
994,17264.3,2018-10-22
6114,13775.8,1998-12-31
4647,10775.3,1992-10-06
7575,9796.2,2023-10-13
3492,1361.4,2022-11-21
838,5906.6,2014-11-02
2693,6782.7,1993-07-02
5257,3758.1,1975-07-17
5073,6999.2,1974-05-11
404,14857.3,1977-05-24
7804,3113.0,2003-11-30
7525,4770.6,2016-01-10
3445,4324.1,2022-07-16
7816,695.4,2004-06-05
7886,6752.0,1979-09-03
343,8342.5,1984-12-28
7966,13385.8,2010-02-06
3134,19149.0,1978-07-12
6910,8951.2,2019-07-30
2585,6496.0,1996-01-30
4382,19280.0,1990-11-28
753,17335.2,1972-12-06
5011,18499.1,2019-12-25
1179,6048.7,1979-10-07
6346,2990.0,2017-08-24
4601,16289.5,2006-04-18
279,13280.3,1980-09-14
3774,4676.7,2023-01-27
2018,14086.7,1979-01-26
428,10865.9,1992-04-01
4475,14540.1,1998-02-08
3215,6409.0,2015-12-23
2460,1782.0,1989-11-23
7223,12842.3,2017-10-14
6171,12923.1,1998-12-14
2149,941.0,1971-09-11
3394,8988.9,1990-12-04
3049,3400.2,1997-11-02
273,9106.2,2000-05-18
5229,5771.5,2023-05-11
4567,17275.3,1994-01-28
4420,2239.5,2010-03-10
3447,14320.0,1977-05-12
7603,15109.7,2008-06-03
61,16332.7,2011-05-04
865,6154.8,2006-11-09
196,19067.7,1976-07-12
7555,2502.2,2016-08-26
890,4235.8,1994-08-18
1707,11518.6,1980-03-26
3185,4335.6,1997-05-21
2612,18424.7,1976-10-21
844,3210.2,1978-01-24
7644,7624.7,1994-04-22
1008,6477.3,1990-02-05
4862,4615.3,2015-07-31
1133,14803.7,2012-04-06
7555,2484.4,1987-09-12
2165,9086.3,1974-04-13
6255,9755.8,2003-07-28
7206,3691.5,1978-12-04
6805,2106.8,1981-12-20
4022,14275.3,2021-10-30
4317,14177.1,2010-07-25
5177,10147.7,1986-10-03
3215,16350.0,1998-02-17
7721,2842.1,2021-10-07
4108,14032.4,2001-02-12
6176,6493.8,1988-09-03
7457,11715.9,1994-04-24
5120,5105.0,1983-05-18
1641,14616.5,2012-06-18
7212,4043.9,1981-08-20
5201,16431.1,1986-04-01
4084,8831.3,1975-09-04
5046,7300.5,1986-06-28
7679,5708.4,1975-07-16
4253,2994.8,2012-02-04
2148,11410.9,1978-02-12
3734,5722.1,1972-02-03
5245,18234.5,1997-01-09
5594,15019.3,2021-10-31
5805,13472.2,2015-03-15
4025,17545.8,2014-03-30
6538,11406.0,1974-12-23
5693,8551.8,1979-01-26
786,1402.1,2000-06-16
5889,12475.1,2019-02-20
285,14416.0,2008-12-16
5618,16735.8,1982-09-09
5997,12725.8,2011-12-24
410,7270.3,1996-03-10
6793,10585.0,2018-03-29
5804,2050.1,2017-05-10
2430,5027.5,2008-10-22
5689,18607.4,2017-08-21
7123,12673.8,2010-04-24
7374,7310.8,1991-11-13
1257,16563.7,2008-04-06
963,7900.9,2008-02-04
1763,10729.1,2007-11-02
1455,7741.5,2002-04-19
2851,4994.0,1986-01-19
3981,2287.2,1995-03-15
5931,620.9,2000-09-12
7106,6840.3,1971-12-17
332,13166.8,1988-04-16
7230,11446.2,1990-06-12
4880,5983.2,1982-05-29
2556,17526.3,2004-10-25
3087,16683.5,1977-03-01
7335,4214.3,1971-07-26
1681,5162.3,2010-10-30
4628,15111.9,2003-06-04
5240,13685.3,1992-08-06
6693,16535.5,2022-11-06
2842,3270.0,1987-03-09
2080,3539.1,1978-08-30
2459,12949.7,2018-11-20
1910,3091.3,1987-02-27
5453,6311.7,1976-08-05
1912,16302.9,1973-09-23
3045,6888.8,1975-10-27
6431,3133.4,2000-10-18
350,5154.4,2020-12-06
442,12753.8,1986-03-13
4849,19220.7,1994-07-29
6629,17331.8,2022-01-28
6437,1078.4,1992-01-29
185,7133.9,1971-10-15
6375,6869.0,1973-11-21
960,17511.0,1978-12-21
4818,10168.3,1973-04-20
5883,1455.4,2003-03-01
7035,9599.9,1972-08-04
128,7153.0,2000-10-12
1000,13262.9,1989-01-11
2877,9927.6,1991-12-19
4017,4745.5,1988-06-13
2376,16309.1,1982-12-07
1388,7689.6,1990-09-09
1502,19467.0,1997-12-07
5122,14720.0,2011-10-05
3716,11763.6,2010-04-25
5383,5925.8,2009-02-03
1087,1226.3,2000-04-20
6464,2680.7,2004-11-19
7557,8230.0,2020-11-24
4888,6852.5,1983-12-26
2004,10962.2,2019-12-12
1364,16251.1,1992-04-19
6628,3964.4,2006-08-22
2756,1446.8,1989-09-01
695,2745.3,2016-07-21
3823,9152.9,2000-08-09
5867,17897.5,1993-12-13
4304,2237.1,2003-11-23
7410,19504.7,1978-07-25
7364,1091.8,2007-04-06
2028,12070.6,1985-11-27
7828,6421.5,1977-06-07
5523,11976.4,1973-11-08
2327,8915.3,2009-03-09
4081,6399.2,1999-08-22
213,6912.5,2020-10-06
5480,10706.1,2002-10-20
6814,7600.4,1978-12-17
5593,5775.7,2014-07-13
775,19895.6,2007-04-23
3575,14105.3,1988-08-24
7426,18570.7,2023-04-02
7282,10340.4,1991-04-08
3258,4116.3,1980-11-25
4184,4165.4,1989-12-15
6616,6331.1,1973-03-14
2448,18470.4,2022-12-01
1937,1358.2,2022-06-29
2747,11352.7,1980-08-18
457,11761.8,2007-09-19
2203,17523.2,1997-10-06
4775,11936.2,2011-07-29
2260,1319.5,1999-09-24
7815,3578.7,2000-07-18
4982,15514.5,1970-10-10
7893,14900.4,1990-07-18
1323,14728.1,2009-05-19
1978,7231.7,1993-01-08
1215,3362.8,1972-11-30
5422,12886.0,2016-03-03
43,9920.8,1974-04-04
1484,12483.2,2000-07-17
282,10919.0,2002-03-21
4623,19964.1,2010-02-25
3263,12470.9,1972-10-10
5507,16874.7,2012-09-08
7878,10761.1,1971-05-24
794,6705.5,2003-09-01
7435,5865.1,1986-07-17
2052,10901.5,1990-04-04
1312,3095.3,2017-06-06
4851,17140.7,1978-10-28
595,15070.3,2020-02-12
7691,3567.5,2019-07-04
7126,8251.1,1982-01-31
7664,6364.1,2019-02-02
7707,12917.0,2010-07-09
1854,17855.4,2009-11-07
3168,14954.4,2005-10-25
4140,8841.2,1987-12-31
5912,11328.0,1984-05-17
4275,14979.2,2022-10-28
2563,17034.6,1982-10-17
4601,17904.9,1973-06-22
2598,14704.4,2002-01-13
6030,821.1,2000-11-17
1187,6933.6,1988-11-07
3725,12112.0,2020-05-23
7951,3167.5,2009-09-30
1228,2408.3,1994-02-24
6928,1101.5,1986-10-18
7245,10283.6,2013-04-22
3023,14244.3,2004-02-12
2470,15436.3,1982-09-21
451,12304.0,2003-12-25
358,6827.1,1972-04-30
4733,3639.8,2023-02-06
1892,19867.5,1997-06-12
1860,14054.8,1976-03-25
58,7961.8,2020-03-22
807,3711.1,2006-09-22
1720,9062.4,1975-06-01
2964,5261.4,2018-04-10
7816,7260.4,2015-04-10
1106,14722.0,2021-03-17
5312,5120.8,1971-01-10
7885,4313.0,1997-03-12
3017,2764.2,2022-11-27
4244,19071.9,2008-03-26
4997,13459.5,2003-01-31
1471,12681.8,1977-04-10
5714,6120.8,1995-04-13
4825,14644.8,2013-09-05
4345,3428.7,2001-02-20
2216,13651.4,2002-05-15
5727,16584.4,2008-05-03
2513,11759.7,1970-05-19
5729,5564.0,2018-09-14
4389,19254.7,1998-01-06
4742,18951.7,1978-08-31
947,5372.5,2005-05-02
5450,2407.9,1997-12-11
4267,5747.3,1982-12-31
5461,4640.4,1974-03-22
6853,5562.9,1998-01-06
1567,4120.0,1994-07-29
6747,8200.2,2021-05-26
7377,14893.7,1998-06-23
4198,8369.8,2005-12-04
6315,8680.1,2016-06-16
3728,4270.5,2012-07-15
3969,13427.7,1974-08-01
7185,888.4,2002-05-17
2520,15817.8,2010-12-02
3305,5798.7,2019-12-30
1014,1860.2,2013-06-24
5158,3210.3,1998-01-27
4763,18327.7,1996-01-28
723,7130.7,2000-04-30
2532,4451.8,2008-11-13
4111,15643.4,2015-03-28
1178,19909.7,1981-07-03
5892,13090.0,1982-09-07
5012,5761.9,2008-01-24
1108,8559.3,2012-01-18
5561,1920.4,1989-05-26
1289,8884.1,1992-02-13
5803,8569.5,1974-11-24
6165,15390.9,1972-06-28
4516,13209.5,1999-07-20
4528,11014.7,2003-12-18
2111,18642.0,2015-03-27
6535,13536.5,1993-05-28
5902,14799.8,2008-09-18
5563,8696.3,2013-08-30
4561,14411.1,1975-10-07
324,1665.6,2015-08-08
7929,13875.9,2000-03-28
2477,7134.2,2019-06-30
2218,5554.8,1979-07-16
1255,11934.7,2003-07-07
3507,3171.8,1986-01-14
6010,19184.4,2016-06-24
1331,15702.9,2018-05-26
7671,8273.1,2006-10-30
2872,10264.0,1999-08-24
6476,19880.8,2020-03-02
2286,6774.0,1970-12-05
744,6560.6,2010-05-15
7046,13092.0,2006-08-08
2914,3553.4,2020-10-27
6723,4017.8,1998-07-13
6680,8433.8,1977-05-14
7686,11967.4,1985-06-27
5706,1212.5,2023-08-18
3870,3939.8,1984-05-15
4454,12662.0,2008-04-27
5253,19384.5,2022-06-22
2510,9192.3,1975-05-27
1540,16323.9,2018-08-17
5090,17060.7,1986-03-09
282,6162.9,2010-01-13
6316,2615.8,2006-04-24
6932,18399.3,2009-11-04
5153,10302.4,1992-11-13
3195,3381.9,2005-10-30
7097,16337.8,1998-07-03
4494,3785.5,2017-12-26
3240,14185.9,1985-04-01
7954,10711.4,1971-07-16
4261,4277.1,2011-10-30
7216,18613.1,1997-06-16
68,2341.1,2022-05-30
1960,8389.5,1993-07-17
871,12335.7,1971-07-10
1192,1273.1,1988-07-26
3273,3282.3,1999-09-18
7960,10016.1,1996-05-11
