service_type_id,service_name,utility_company_id
1719,Installing modern electricity meters to accurately record consumption,504
2303,Supply of electricity for lighting and household needs of the residents,4296
1120,Provision of district heating services for apartment buildings,1894
2601,Organizing regular garbage collection and its subsequent disposal,1417
412,Organizing regular garbage collection and its subsequent disposal,3983
2268,Installation of energy-efficient lighting and heating systems,447
804,Advising on the choice of energy-efficient technologies and equipment for households,1600
1207,Installing modern electricity meters to accurately record consumption,519
1424,Installing modern electricity meters to accurately record consumption,3923
2673,Advising on the choice of energy-efficient technologies and equipment for households,1556
2050,Supply of drinking water for residents and businesses,728
376,Advising on the choice of energy-efficient technologies and equipment for households,367
651,Repair and replacement of the heating system in residential premises,5588
590,Provision of district heating services for apartment buildings,3315
182,Supply of drinking water for residents and businesses,301
359,Repair and replacement of the heating system in residential premises,6528
1975,Organizing regular garbage collection and its subsequent disposal,2598
947,Provision of district heating services for apartment buildings,4881
1467,Installing modern electricity meters to accurately record consumption,657
1590,Conducting seminars and trainings on energy efficiency for residents and businesses,5711
1317,Installation of energy-efficient lighting and heating systems,255
785,Supply of electricity for lighting and household needs of the residents,575
2887,Advising on the choice of energy-efficient technologies and equipment for households,180
2782,Regular maintenance of elevators in residential buildings,6271
1933,Supply of drinking water for residents and businesses,1734
970,Advising on the choice of energy-efficient technologies and equipment for households,6410
24,Installing modern electricity meters to accurately record consumption,752
1369,Regular maintenance of elevators in residential buildings,1332
238,Provision of district heating services for apartment buildings,1817
1154,Regular maintenance of elevators in residential buildings,1059
2423,Installing modern electricity meters to accurately record consumption,823
1186,Advising on the choice of energy-efficient technologies and equipment for households,4605
2394,Regular maintenance of elevators in residential buildings,4069
705,Regular maintenance of elevators in residential buildings,2011
2842,Supply of electricity for lighting and household needs of the residents,4611
1476,Conducting seminars and trainings on energy efficiency for residents and businesses,2050
667,Supply of electricity for lighting and household needs of the residents,1236
1340,Provision of district heating services for apartment buildings,680
1911,Repair and replacement of the heating system in residential premises,6484
2293,Installing modern electricity meters to accurately record consumption,219
1720,Supply of drinking water for residents and businesses,3030
1549,Supply of drinking water for residents and businesses,5726
1751,Regular maintenance of elevators in residential buildings,3351
821,Repair and replacement of the heating system in residential premises,6818
282,Advising on the choice of energy-efficient technologies and equipment for households,1250
339,Provision of district heating services for apartment buildings,4053
939,Installation of energy-efficient lighting and heating systems,3911
2226,Conducting seminars and trainings on energy efficiency for residents and businesses,5479
351,Installation of energy-efficient lighting and heating systems,3647
1779,Advising on the choice of energy-efficient technologies and equipment for households,6824
937,Provision of district heating services for apartment buildings,4784
414,Installation of energy-efficient lighting and heating systems,1058
2790,Organizing regular garbage collection and its subsequent disposal,1704
1724,Repair and replacement of the heating system in residential premises,4087
2453,Supply of drinking water for residents and businesses,6617
2562,Supply of drinking water for residents and businesses,2489
2389,Regular maintenance of elevators in residential buildings,2857
33,Installing modern electricity meters to accurately record consumption,1085
2681,Supply of drinking water for residents and businesses,340
2080,Repair and replacement of the heating system in residential premises,1849
456,Installing modern electricity meters to accurately record consumption,1202
2310,Supply of electricity for lighting and household needs of the residents,1664
193,Installing modern electricity meters to accurately record consumption,512
1765,Conducting seminars and trainings on energy efficiency for residents and businesses,5800
1420,Supply of drinking water for residents and businesses,6955
316,Supply of electricity for lighting and household needs of the residents,217
2361,Repair and replacement of the heating system in residential premises,5115
1720,Supply of electricity for lighting and household needs of the residents,2246
878,Repair and replacement of the heating system in residential premises,2830
1636,Supply of electricity for lighting and household needs of the residents,6647
1772,Supply of drinking water for residents and businesses,5857
1473,Installing modern electricity meters to accurately record consumption,6527
2791,Advising on the choice of energy-efficient technologies and equipment for households,2601
342,Regular maintenance of elevators in residential buildings,5878
2951,Repair and replacement of the heating system in residential premises,6118
1228,Supply of drinking water for residents and businesses,1980
42,Supply of drinking water for residents and businesses,337
602,Installation of energy-efficient lighting and heating systems,5084
2900,Supply of electricity for lighting and household needs of the residents,2939
1415,Advising on the choice of energy-efficient technologies and equipment for households,6038
960,Supply of drinking water for residents and businesses,6240
2405,Advising on the choice of energy-efficient technologies and equipment for households,5887
733,Advising on the choice of energy-efficient technologies and equipment for households,2642
1344,Conducting seminars and trainings on energy efficiency for residents and businesses,3800
1653,Conducting seminars and trainings on energy efficiency for residents and businesses,4739
696,Provision of district heating services for apartment buildings,6652
1236,Organizing regular garbage collection and its subsequent disposal,23
2566,Installation of energy-efficient lighting and heating systems,1759
2798,Repair and replacement of the heating system in residential premises,5656
144,Conducting seminars and trainings on energy efficiency for residents and businesses,1364
1713,Supply of drinking water for residents and businesses,2295
1629,Conducting seminars and trainings on energy efficiency for residents and businesses,2421
1158,Organizing regular garbage collection and its subsequent disposal,4348
2900,Organizing regular garbage collection and its subsequent disposal,317
2174,Installing modern electricity meters to accurately record consumption,6005
836,Regular maintenance of elevators in residential buildings,3097
2321,Supply of drinking water for residents and businesses,6551
2452,Conducting seminars and trainings on energy efficiency for residents and businesses,5277
2861,Repair and replacement of the heating system in residential premises,4791
2831,Repair and replacement of the heating system in residential premises,5075
697,Advising on the choice of energy-efficient technologies and equipment for households,5934
1504,Conducting seminars and trainings on energy efficiency for residents and businesses,2654
1620,Supply of electricity for lighting and household needs of the residents,5006
1663,Installing modern electricity meters to accurately record consumption,4119
2678,Conducting seminars and trainings on energy efficiency for residents and businesses,2200
772,Regular maintenance of elevators in residential buildings,2521
295,Provision of district heating services for apartment buildings,5416
852,Repair and replacement of the heating system in residential premises,4974
2709,Supply of electricity for lighting and household needs of the residents,2970
611,Provision of district heating services for apartment buildings,6453
1149,Supply of electricity for lighting and household needs of the residents,4847
930,Provision of district heating services for apartment buildings,1404
1686,Supply of electricity for lighting and household needs of the residents,4103
21,Advising on the choice of energy-efficient technologies and equipment for households,5026
2308,Installation of energy-efficient lighting and heating systems,194
1402,Regular maintenance of elevators in residential buildings,426
1938,Provision of district heating services for apartment buildings,5572
819,Conducting seminars and trainings on energy efficiency for residents and businesses,4254
2218,Advising on the choice of energy-efficient technologies and equipment for households,4408
2158,Regular maintenance of elevators in residential buildings,293
1581,Provision of district heating services for apartment buildings,4634
700,Repair and replacement of the heating system in residential premises,5843
2913,Supply of drinking water for residents and businesses,5252
2460,Installing modern electricity meters to accurately record consumption,4504
1400,Supply of drinking water for residents and businesses,5563
1053,Organizing regular garbage collection and its subsequent disposal,4806
1551,Supply of drinking water for residents and businesses,6447
1061,Provision of district heating services for apartment buildings,6849
2745,Provision of district heating services for apartment buildings,223
460,Supply of electricity for lighting and household needs of the residents,1967
91,Regular maintenance of elevators in residential buildings,2380
624,Supply of drinking water for residents and businesses,904
1276,Conducting seminars and trainings on energy efficiency for residents and businesses,6321
1634,Installing modern electricity meters to accurately record consumption,2957
2340,Supply of drinking water for residents and businesses,3584
1371,Provision of district heating services for apartment buildings,3805
2162,Advising on the choice of energy-efficient technologies and equipment for households,2411
909,Repair and replacement of the heating system in residential premises,2418
2792,Conducting seminars and trainings on energy efficiency for residents and businesses,918
1473,Repair and replacement of the heating system in residential premises,4445
2262,Installing modern electricity meters to accurately record consumption,5915
821,Repair and replacement of the heating system in residential premises,4443
456,Supply of drinking water for residents and businesses,2120
278,Installation of energy-efficient lighting and heating systems,254
2523,Installing modern electricity meters to accurately record consumption,3494
2856,Advising on the choice of energy-efficient technologies and equipment for households,4738
1179,Conducting seminars and trainings on energy efficiency for residents and businesses,6366
2651,Supply of electricity for lighting and household needs of the residents,5458
604,Organizing regular garbage collection and its subsequent disposal,3311
2241,Regular maintenance of elevators in residential buildings,2582
2210,Installing modern electricity meters to accurately record consumption,3957
1566,Provision of district heating services for apartment buildings,1783
870,Repair and replacement of the heating system in residential premises,322
1008,Regular maintenance of elevators in residential buildings,6620
2807,Regular maintenance of elevators in residential buildings,857
2238,Supply of electricity for lighting and household needs of the residents,1185
226,Provision of district heating services for apartment buildings,4468
2147,Conducting seminars and trainings on energy efficiency for residents and businesses,4029
2479,Advising on the choice of energy-efficient technologies and equipment for households,3569
1595,Supply of electricity for lighting and household needs of the residents,720
2005,Regular maintenance of elevators in residential buildings,2282
1375,Organizing regular garbage collection and its subsequent disposal,5633
1610,Supply of drinking water for residents and businesses,4248
2952,Supply of drinking water for residents and businesses,6064
213,Regular maintenance of elevators in residential buildings,5925
1057,Installation of energy-efficient lighting and heating systems,4337
1946,Conducting seminars and trainings on energy efficiency for residents and businesses,6974
44,Conducting seminars and trainings on energy efficiency for residents and businesses,825
272,Installing modern electricity meters to accurately record consumption,1311
580,Advising on the choice of energy-efficient technologies and equipment for households,5358
2899,Regular maintenance of elevators in residential buildings,249
2823,Supply of drinking water for residents and businesses,637
329,Conducting seminars and trainings on energy efficiency for residents and businesses,6824
2488,Organizing regular garbage collection and its subsequent disposal,1522
1905,Conducting seminars and trainings on energy efficiency for residents and businesses,6189
1077,Regular maintenance of elevators in residential buildings,2951
372,Installing modern electricity meters to accurately record consumption,6256
435,Installation of energy-efficient lighting and heating systems,5288
2255,Repair and replacement of the heating system in residential premises,6953
1549,Repair and replacement of the heating system in residential premises,6085
1664,Supply of electricity for lighting and household needs of the residents,4687
2705,Installation of energy-efficient lighting and heating systems,1414
2889,Conducting seminars and trainings on energy efficiency for residents and businesses,4354
1435,Provision of district heating services for apartment buildings,5350
1351,Conducting seminars and trainings on energy efficiency for residents and businesses,492
1817,Organizing regular garbage collection and its subsequent disposal,4906
2639,Organizing regular garbage collection and its subsequent disposal,6522
1962,Organizing regular garbage collection and its subsequent disposal,6124
60,Provision of district heating services for apartment buildings,3774
1823,Conducting seminars and trainings on energy efficiency for residents and businesses,6831
2523,Installing modern electricity meters to accurately record consumption,4316
1437,Installing modern electricity meters to accurately record consumption,6825
1229,Conducting seminars and trainings on energy efficiency for residents and businesses,4703
2594,Supply of drinking water for residents and businesses,2780
111,Supply of electricity for lighting and household needs of the residents,1930
1400,Conducting seminars and trainings on energy efficiency for residents and businesses,530
2492,Conducting seminars and trainings on energy efficiency for residents and businesses,4076
2405,Repair and replacement of the heating system in residential premises,5665
2271,Regular maintenance of elevators in residential buildings,6896
1005,Supply of drinking water for residents and businesses,6897
2600,Provision of district heating services for apartment buildings,6503
2100,Supply of drinking water for residents and businesses,1294
1950,Provision of district heating services for apartment buildings,381
1580,Supply of drinking water for residents and businesses,286
1154,Supply of drinking water for residents and businesses,6096
2387,Supply of drinking water for residents and businesses,1065
2104,Installing modern electricity meters to accurately record consumption,2227
2680,Supply of electricity for lighting and household needs of the residents,2039
1812,Organizing regular garbage collection and its subsequent disposal,926
1138,Conducting seminars and trainings on energy efficiency for residents and businesses,4153
2367,Installation of energy-efficient lighting and heating systems,3817
2124,Organizing regular garbage collection and its subsequent disposal,6267
1428,Advising on the choice of energy-efficient technologies and equipment for households,6892
2098,Provision of district heating services for apartment buildings,1514
1981,Installation of energy-efficient lighting and heating systems,1624
2957,Supply of drinking water for residents and businesses,5540
1982,Installation of energy-efficient lighting and heating systems,4904
2999,Provision of district heating services for apartment buildings,1883
2198,Supply of electricity for lighting and household needs of the residents,4827
2765,Repair and replacement of the heating system in residential premises,3062
1603,Organizing regular garbage collection and its subsequent disposal,4962
498,Repair and replacement of the heating system in residential premises,4514
382,Conducting seminars and trainings on energy efficiency for residents and businesses,2108
2095,Organizing regular garbage collection and its subsequent disposal,5160
2407,Conducting seminars and trainings on energy efficiency for residents and businesses,765
2404,Installing modern electricity meters to accurately record consumption,6750
1035,Conducting seminars and trainings on energy efficiency for residents and businesses,4146
1883,Installing modern electricity meters to accurately record consumption,3681
2221,Organizing regular garbage collection and its subsequent disposal,1198
2118,Provision of district heating services for apartment buildings,3771
870,Provision of district heating services for apartment buildings,4956
2336,Conducting seminars and trainings on energy efficiency for residents and businesses,6183
1386,Regular maintenance of elevators in residential buildings,4979
1371,Regular maintenance of elevators in residential buildings,4869
2525,Advising on the choice of energy-efficient technologies and equipment for households,3681
1979,Supply of electricity for lighting and household needs of the residents,6902
954,Advising on the choice of energy-efficient technologies and equipment for households,3188
1332,Regular maintenance of elevators in residential buildings,402
2418,Organizing regular garbage collection and its subsequent disposal,4233
2103,Provision of district heating services for apartment buildings,1510
1836,Installation of energy-efficient lighting and heating systems,980
723,Installation of energy-efficient lighting and heating systems,3901
2838,Supply of drinking water for residents and businesses,4728
2576,Organizing regular garbage collection and its subsequent disposal,2907
2413,Repair and replacement of the heating system in residential premises,6700
2457,Regular maintenance of elevators in residential buildings,1400
106,Advising on the choice of energy-efficient technologies and equipment for households,6832
2182,Organizing regular garbage collection and its subsequent disposal,6595
670,Provision of district heating services for apartment buildings,5315
2336,Supply of drinking water for residents and businesses,7019
1510,Provision of district heating services for apartment buildings,3524
351,Provision of district heating services for apartment buildings,4997
1064,Organizing regular garbage collection and its subsequent disposal,3230
2242,Supply of electricity for lighting and household needs of the residents,989
669,Advising on the choice of energy-efficient technologies and equipment for households,974
1956,Organizing regular garbage collection and its subsequent disposal,3557
1261,Regular maintenance of elevators in residential buildings,3307
37,Installation of energy-efficient lighting and heating systems,5542
982,Provision of district heating services for apartment buildings,3453
901,Provision of district heating services for apartment buildings,4675
173,Installation of energy-efficient lighting and heating systems,3906
1807,Advising on the choice of energy-efficient technologies and equipment for households,4008
734,Organizing regular garbage collection and its subsequent disposal,3988
1498,Installing modern electricity meters to accurately record consumption,4510
1612,Organizing regular garbage collection and its subsequent disposal,4528
2512,Advising on the choice of energy-efficient technologies and equipment for households,4912
562,Provision of district heating services for apartment buildings,215
2950,Supply of drinking water for residents and businesses,5436
2944,Advising on the choice of energy-efficient technologies and equipment for households,4862
2219,Regular maintenance of elevators in residential buildings,6459
2596,Repair and replacement of the heating system in residential premises,2983
591,Repair and replacement of the heating system in residential premises,4145
550,Conducting seminars and trainings on energy efficiency for residents and businesses,3113
839,Supply of drinking water for residents and businesses,3905
1710,Supply of electricity for lighting and household needs of the residents,4872
299,Provision of district heating services for apartment buildings,3465
986,Repair and replacement of the heating system in residential premises,6796
1928,Regular maintenance of elevators in residential buildings,3707
2171,Supply of drinking water for residents and businesses,1138
2397,Repair and replacement of the heating system in residential premises,5307
2450,Organizing regular garbage collection and its subsequent disposal,1532
1481,Regular maintenance of elevators in residential buildings,3480
2310,Organizing regular garbage collection and its subsequent disposal,2161
1276,Installation of energy-efficient lighting and heating systems,3748
1959,Repair and replacement of the heating system in residential premises,4463
529,Organizing regular garbage collection and its subsequent disposal,3795
608,Supply of drinking water for residents and businesses,5527
1558,Installation of energy-efficient lighting and heating systems,2361
2180,Advising on the choice of energy-efficient technologies and equipment for households,4280
266,Installing modern electricity meters to accurately record consumption,2707
1112,Advising on the choice of energy-efficient technologies and equipment for households,6470
290,Installing modern electricity meters to accurately record consumption,5746
822,Repair and replacement of the heating system in residential premises,4310
193,Repair and replacement of the heating system in residential premises,4358
2889,Conducting seminars and trainings on energy efficiency for residents and businesses,3129
2698,Advising on the choice of energy-efficient technologies and equipment for households,2101
2723,Conducting seminars and trainings on energy efficiency for residents and businesses,5997
617,Provision of district heating services for apartment buildings,4134
244,Supply of drinking water for residents and businesses,4437
2876,Conducting seminars and trainings on energy efficiency for residents and businesses,5438
2767,Supply of electricity for lighting and household needs of the residents,4046
2584,Supply of drinking water for residents and businesses,4162
30,Provision of district heating services for apartment buildings,6067
2898,Supply of drinking water for residents and businesses,2040
554,Regular maintenance of elevators in residential buildings,6204
1545,Installation of energy-efficient lighting and heating systems,951
2121,Advising on the choice of energy-efficient technologies and equipment for households,836
601,Installing modern electricity meters to accurately record consumption,6738
2263,Advising on the choice of energy-efficient technologies and equipment for households,5158
650,Provision of district heating services for apartment buildings,6939
58,Installation of energy-efficient lighting and heating systems,2920
2435,Organizing regular garbage collection and its subsequent disposal,957
2417,Provision of district heating services for apartment buildings,3728
1179,Conducting seminars and trainings on energy efficiency for residents and businesses,1846
639,Advising on the choice of energy-efficient technologies and equipment for households,6799
1779,Provision of district heating services for apartment buildings,5083
1713,Provision of district heating services for apartment buildings,5728
2558,Conducting seminars and trainings on energy efficiency for residents and businesses,468
2480,Supply of drinking water for residents and businesses,2415
2742,Installation of energy-efficient lighting and heating systems,6302
1917,Supply of electricity for lighting and household needs of the residents,2514
1619,Advising on the choice of energy-efficient technologies and equipment for households,4074
2639,Provision of district heating services for apartment buildings,2026
2244,Conducting seminars and trainings on energy efficiency for residents and businesses,1988
1009,Repair and replacement of the heating system in residential premises,886
1496,Supply of electricity for lighting and household needs of the residents,771
152,Advising on the choice of energy-efficient technologies and equipment for households,2844
2052,Regular maintenance of elevators in residential buildings,3699
1395,Provision of district heating services for apartment buildings,57
2042,Installation of energy-efficient lighting and heating systems,1624
1523,Conducting seminars and trainings on energy efficiency for residents and businesses,537
1627,Installing modern electricity meters to accurately record consumption,2486
1640,Provision of district heating services for apartment buildings,4493
1213,Organizing regular garbage collection and its subsequent disposal,6732
643,Organizing regular garbage collection and its subsequent disposal,1571
935,Advising on the choice of energy-efficient technologies and equipment for households,3239
1584,Installing modern electricity meters to accurately record consumption,5282
1026,Supply of drinking water for residents and businesses,5710
2114,Installation of energy-efficient lighting and heating systems,5546
2466,Repair and replacement of the heating system in residential premises,4625
2376,Repair and replacement of the heating system in residential premises,4984
702,Supply of drinking water for residents and businesses,1878
1036,Supply of electricity for lighting and household needs of the residents,5227
136,Conducting seminars and trainings on energy efficiency for residents and businesses,4780
2933,Repair and replacement of the heating system in residential premises,3625
640,Supply of drinking water for residents and businesses,1436
388,Regular maintenance of elevators in residential buildings,1912
702,Conducting seminars and trainings on energy efficiency for residents and businesses,4747
1876,Conducting seminars and trainings on energy efficiency for residents and businesses,1030
755,Conducting seminars and trainings on energy efficiency for residents and businesses,3015
678,Organizing regular garbage collection and its subsequent disposal,5856
571,Installation of energy-efficient lighting and heating systems,1095
2617,Supply of electricity for lighting and household needs of the residents,6459
627,Provision of district heating services for apartment buildings,1453
2074,Provision of district heating services for apartment buildings,4803
2023,Supply of electricity for lighting and household needs of the residents,3274
1867,Organizing regular garbage collection and its subsequent disposal,1095
2427,Installation of energy-efficient lighting and heating systems,2783
2172,Organizing regular garbage collection and its subsequent disposal,5898
337,Advising on the choice of energy-efficient technologies and equipment for households,718
1601,Provision of district heating services for apartment buildings,1697
289,Installing modern electricity meters to accurately record consumption,5456
2503,Regular maintenance of elevators in residential buildings,3215
79,Regular maintenance of elevators in residential buildings,3892
352,Conducting seminars and trainings on energy efficiency for residents and businesses,6447
2218,Provision of district heating services for apartment buildings,4851
2000,Installation of energy-efficient lighting and heating systems,4780
1213,Regular maintenance of elevators in residential buildings,3511
1761,Provision of district heating services for apartment buildings,1557
806,Supply of drinking water for residents and businesses,4879
362,Repair and replacement of the heating system in residential premises,2988
1020,Conducting seminars and trainings on energy efficiency for residents and businesses,5491
286,Regular maintenance of elevators in residential buildings,5973
2598,Regular maintenance of elevators in residential buildings,2186
846,Regular maintenance of elevators in residential buildings,2693
1996,Installation of energy-efficient lighting and heating systems,4302
148,Advising on the choice of energy-efficient technologies and equipment for households,3275
634,Regular maintenance of elevators in residential buildings,809
2268,Provision of district heating services for apartment buildings,2719
1572,Advising on the choice of energy-efficient technologies and equipment for households,4433
2102,Advising on the choice of energy-efficient technologies and equipment for households,5114
2084,Installing modern electricity meters to accurately record consumption,3744
969,Supply of electricity for lighting and household needs of the residents,6015
17,Advising on the choice of energy-efficient technologies and equipment for households,2863
2178,Installation of energy-efficient lighting and heating systems,5540
1516,Provision of district heating services for apartment buildings,466
1328,Advising on the choice of energy-efficient technologies and equipment for households,4650
2187,Supply of electricity for lighting and household needs of the residents,4687
1644,Supply of electricity for lighting and household needs of the residents,6150
426,Installing modern electricity meters to accurately record consumption,1928
2868,Supply of drinking water for residents and businesses,1444
183,Advising on the choice of energy-efficient technologies and equipment for households,6845
995,Provision of district heating services for apartment buildings,1936
969,Supply of electricity for lighting and household needs of the residents,6443
2341,Supply of electricity for lighting and household needs of the residents,4602
2632,Regular maintenance of elevators in residential buildings,3632
38,Installation of energy-efficient lighting and heating systems,1596
1626,Installation of energy-efficient lighting and heating systems,3508
1727,Advising on the choice of energy-efficient technologies and equipment for households,4316
687,Regular maintenance of elevators in residential buildings,1305
1766,Advising on the choice of energy-efficient technologies and equipment for households,3187
1219,Supply of electricity for lighting and household needs of the residents,2069
2557,Supply of electricity for lighting and household needs of the residents,6154
778,Supply of electricity for lighting and household needs of the residents,535
1762,Advising on the choice of energy-efficient technologies and equipment for households,1068
118,Repair and replacement of the heating system in residential premises,2396
2318,Repair and replacement of the heating system in residential premises,4937
2533,Supply of electricity for lighting and household needs of the residents,382
2689,Installation of energy-efficient lighting and heating systems,5856
1602,Provision of district heating services for apartment buildings,1918
2481,Installation of energy-efficient lighting and heating systems,4527
1329,Supply of drinking water for residents and businesses,6302
1372,Organizing regular garbage collection and its subsequent disposal,4710
749,Conducting seminars and trainings on energy efficiency for residents and businesses,4189
507,Organizing regular garbage collection and its subsequent disposal,3086
1182,Provision of district heating services for apartment buildings,5067
16,Regular maintenance of elevators in residential buildings,4368
1638,Advising on the choice of energy-efficient technologies and equipment for households,956
1782,Regular maintenance of elevators in residential buildings,5378
1855,Supply of drinking water for residents and businesses,3172
2257,Installing modern electricity meters to accurately record consumption,2929
760,Provision of district heating services for apartment buildings,536
1691,Supply of drinking water for residents and businesses,1879
45,Conducting seminars and trainings on energy efficiency for residents and businesses,1252
1946,Supply of electricity for lighting and household needs of the residents,5108
1831,Installing modern electricity meters to accurately record consumption,6755
1333,Advising on the choice of energy-efficient technologies and equipment for households,1904
1518,Supply of drinking water for residents and businesses,2519
1961,Supply of drinking water for residents and businesses,4039
2217,Provision of district heating services for apartment buildings,2572
2537,Installation of energy-efficient lighting and heating systems,2362
2385,Installation of energy-efficient lighting and heating systems,2094
794,Conducting seminars and trainings on energy efficiency for residents and businesses,1808
1421,Installation of energy-efficient lighting and heating systems,2000
2803,Supply of electricity for lighting and household needs of the residents,6189
991,Supply of drinking water for residents and businesses,3670
1205,Regular maintenance of elevators in residential buildings,5437
137,Supply of drinking water for residents and businesses,962
1624,Organizing regular garbage collection and its subsequent disposal,296
1399,Organizing regular garbage collection and its subsequent disposal,4103
1685,Installation of energy-efficient lighting and heating systems,5868
2252,Supply of electricity for lighting and household needs of the residents,2945
2933,Repair and replacement of the heating system in residential premises,5565
2476,Installation of energy-efficient lighting and heating systems,6486
1143,Regular maintenance of elevators in residential buildings,2618
1875,Advising on the choice of energy-efficient technologies and equipment for households,5663
2766,Supply of electricity for lighting and household needs of the residents,5727
1845,Conducting seminars and trainings on energy efficiency for residents and businesses,1810
444,Installation of energy-efficient lighting and heating systems,619
1856,Regular maintenance of elevators in residential buildings,6210
1842,Conducting seminars and trainings on energy efficiency for residents and businesses,407
733,Advising on the choice of energy-efficient technologies and equipment for households,2502
1035,Installing modern electricity meters to accurately record consumption,5769
523,Conducting seminars and trainings on energy efficiency for residents and businesses,458
124,Advising on the choice of energy-efficient technologies and equipment for households,4812
2114,Supply of electricity for lighting and household needs of the residents,4363
2985,Supply of electricity for lighting and household needs of the residents,3873
2869,Supply of electricity for lighting and household needs of the residents,1832
1170,Provision of district heating services for apartment buildings,4741
2394,Regular maintenance of elevators in residential buildings,3266
2649,Provision of district heating services for apartment buildings,2673
1381,Supply of electricity for lighting and household needs of the residents,1284
672,Supply of electricity for lighting and household needs of the residents,1823
1247,Regular maintenance of elevators in residential buildings,2813
1796,Advising on the choice of energy-efficient technologies and equipment for households,4576
1312,Supply of drinking water for residents and businesses,6507
451,Provision of district heating services for apartment buildings,6149
309,Supply of drinking water for residents and businesses,2052
1002,Provision of district heating services for apartment buildings,5985
577,Provision of district heating services for apartment buildings,2948
791,Regular maintenance of elevators in residential buildings,4215
1808,Conducting seminars and trainings on energy efficiency for residents and businesses,4891
2798,Advising on the choice of energy-efficient technologies and equipment for households,5376
670,Supply of drinking water for residents and businesses,6668
2747,Advising on the choice of energy-efficient technologies and equipment for households,5837
1766,Regular maintenance of elevators in residential buildings,5966
1870,Installation of energy-efficient lighting and heating systems,935
715,Advising on the choice of energy-efficient technologies and equipment for households,2579
766,Provision of district heating services for apartment buildings,5843
1986,Repair and replacement of the heating system in residential premises,3853
1840,Installation of energy-efficient lighting and heating systems,2541
866,Conducting seminars and trainings on energy efficiency for residents and businesses,813
1066,Conducting seminars and trainings on energy efficiency for residents and businesses,5277
2488,Supply of electricity for lighting and household needs of the residents,3595
1608,Provision of district heating services for apartment buildings,5786
808,Regular maintenance of elevators in residential buildings,1314
1220,Regular maintenance of elevators in residential buildings,3431
788,Repair and replacement of the heating system in residential premises,5566
948,Repair and replacement of the heating system in residential premises,4677
1744,Regular maintenance of elevators in residential buildings,1975
2589,Conducting seminars and trainings on energy efficiency for residents and businesses,3412
1843,Advising on the choice of energy-efficient technologies and equipment for households,6940
2702,Installation of energy-efficient lighting and heating systems,2282
1099,Organizing regular garbage collection and its subsequent disposal,796
2110,Provision of district heating services for apartment buildings,645
388,Advising on the choice of energy-efficient technologies and equipment for households,2475
1635,Regular maintenance of elevators in residential buildings,5602
298,Organizing regular garbage collection and its subsequent disposal,1385
1271,Supply of drinking water for residents and businesses,3464
1240,Regular maintenance of elevators in residential buildings,3279
2407,Conducting seminars and trainings on energy efficiency for residents and businesses,3861
1562,Installation of energy-efficient lighting and heating systems,875
2047,Regular maintenance of elevators in residential buildings,3924
1605,Advising on the choice of energy-efficient technologies and equipment for households,2624
1251,Regular maintenance of elevators in residential buildings,6726
1112,Repair and replacement of the heating system in residential premises,3384
385,Supply of electricity for lighting and household needs of the residents,3097
2906,Conducting seminars and trainings on energy efficiency for residents and businesses,2912
2165,Installation of energy-efficient lighting and heating systems,3393
1308,Regular maintenance of elevators in residential buildings,4127
2260,Advising on the choice of energy-efficient technologies and equipment for households,839
504,Installing modern electricity meters to accurately record consumption,3347
2964,Conducting seminars and trainings on energy efficiency for residents and businesses,1440
2386,Installing modern electricity meters to accurately record consumption,3089
2577,Conducting seminars and trainings on energy efficiency for residents and businesses,5480
1951,Supply of electricity for lighting and household needs of the residents,7008
606,Organizing regular garbage collection and its subsequent disposal,6737
1235,Provision of district heating services for apartment buildings,1101
1906,Installing modern electricity meters to accurately record consumption,2515
2289,Installing modern electricity meters to accurately record consumption,6773
2729,Supply of drinking water for residents and businesses,2045
2127,Installation of energy-efficient lighting and heating systems,1121
1450,Regular maintenance of elevators in residential buildings,6369
388,Supply of electricity for lighting and household needs of the residents,6237
2067,Conducting seminars and trainings on energy efficiency for residents and businesses,6370
2680,Repair and replacement of the heating system in residential premises,6088
1795,Installation of energy-efficient lighting and heating systems,6850
917,Supply of electricity for lighting and household needs of the residents,836
1443,Regular maintenance of elevators in residential buildings,1198
307,Organizing regular garbage collection and its subsequent disposal,5372
29,Supply of drinking water for residents and businesses,1823
2577,Organizing regular garbage collection and its subsequent disposal,1031
1375,Conducting seminars and trainings on energy efficiency for residents and businesses,373
340,Provision of district heating services for apartment buildings,259
804,Installation of energy-efficient lighting and heating systems,6720
2277,Organizing regular garbage collection and its subsequent disposal,1742
841,Supply of electricity for lighting and household needs of the residents,4318
163,Installation of energy-efficient lighting and heating systems,4639
2319,Regular maintenance of elevators in residential buildings,206
1569,Conducting seminars and trainings on energy efficiency for residents and businesses,3928
2021,Supply of electricity for lighting and household needs of the residents,6742
2606,Conducting seminars and trainings on energy efficiency for residents and businesses,6051
2190,Supply of drinking water for residents and businesses,3698
1074,Advising on the choice of energy-efficient technologies and equipment for households,6717
329,Organizing regular garbage collection and its subsequent disposal,312
1322,Repair and replacement of the heating system in residential premises,5454
1551,Repair and replacement of the heating system in residential premises,6947
200,Regular maintenance of elevators in residential buildings,5727
1419,Advising on the choice of energy-efficient technologies and equipment for households,5419
586,Repair and replacement of the heating system in residential premises,6103
787,Regular maintenance of elevators in residential buildings,512
2420,Installation of energy-efficient lighting and heating systems,2494
